image_path,dataset,AQI,loss_weight,michelson_contrast,fft_slope,laplacian_edge,color_temperature,illuminant_vector,geometric_proxy,specular_reflection,glow_dispersion
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-15.jpg,IND_NEP,158.0,1.0,8.409042182763981,-0.8625397624771909,8075.493533729067,0.07147504414908448,1.0240499797609086,0.664573557600025,0.00031887755102040814,0.3421281483304619
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-14.jpg,IND_NEP,158.0,1.0,3.087097931740066,-0.8159991165417192,9795.189317897875,0.38121852970795567,1.004985090789458,0.7153710459817603,0.43588568239795916,0.9609822322736126
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-13.jpg,IND_NEP,158.0,1.0,5.389341889287579,-1.0514078791914239,2895.2834315031882,0.07883541611273598,0.997546355088652,0.7743997919413195,0.2496014030612245,0.9110792908049259
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-12.jpg,IND_NEP,158.0,1.0,5.989206435087846,-1.1318689217121056,2535.905722411957,0.999467736652473,1.0284539148116287,0.6934878856994561,0.2936264349489796,0.9369252468971249
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-11.jpg,IND_NEP,158.0,1.0,1.1937651468713915,-0.8595759896029009,9578.186215077774,0.9095947776819805,1.0301921043467757,0.5347886804150075,0.2593271683673469,0.8800045973261359
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-10.jpg,IND_NEP,158.0,1.0,1.1937651468713915,-0.8595759896029009,9578.186215077774,0.9095947776819805,1.0301921043467757,0.5347886804150075,0.2593271683673469,0.8800045973261359
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-1.jpg,IND_NEP,158.0,1.0,4.47778194678716,-0.9026642692941809,5739.911079795993,0.31282133676092544,1.0337593916808767,0.7765936589824206,0.0023915816326530613,0.3712208845664996
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BIR_UNH_VF_2023-02-02- 12.00-3-9.jpg,IND_NEP,158.0,1.0,0.49118912002925375,-1.0935427959515969,1833.8582509702965,0.5473622850480909,0.9975526517634684,0.707181479400148,0.15208466198979592,0.9223126291170844
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BIR_UNH_VF_2023-02-02- 12.00-3-8.jpg,IND_NEP,158.0,1.0,0.49154295541573106,-1.100873617546136,1876.0736443334101,0.5694237085697224,0.9973315002603028,0.7080082018759865,0.15164620535714285,0.922656831530065
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BIR_UNH_VF_2023-02-02- 12.00-3-77.jpg,IND_NEP,158.0,1.0,1.61750967033607,-1.111221873199816,1435.7857511390107,0.9767441860465116,1.000170277103225,0.7189490712732711,0.1376155931122449,0.8987238600903544
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BIR_UNH_VF_2023-02-02- 12.00-3-76.jpg,IND_NEP,158.0,1.0,0.8550490183945363,-1.1033650137523767,1595.39512075935,0.9906462585034014,0.9994719458849576,0.711373691377043,0.12292729591836735,0.8933213485217771
